Ministry,Year,PositionTitle,PositionClass,BaseSalary,CashBenefits,NonCashBenefits,Severance
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 4,187094.03,0,49995.65,0
Justice and Solicitor General,2015,Deputy Chief Toxicologist,Deputy Chief Toxicologist,158769.47,0,43218.72,0
Justice and Solicitor General,2015,"Manager, Emergency Planning",Manager Zone 2,110620.77,0,33473.19,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 3,173587.61,0,45342.88,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 2,127807.4,0,33362.67,0
Justice and Solicitor General,2015,Operations Manager,Manager Zone 2,110575.55,0,26282.53,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 5,197025.97,0,10364.55,0
Justice and Solicitor General,2015,Network Analyst,Systems Analyst Level 3,105784.32,0,31610.08,0
Justice and Solicitor General,2015,Barrister & Solicitor,Justice Legal Counsel 3,173587.61,0,49600.46,0
Justice and Solicitor General,2015,Case Management Counsel,Justice Legal Counsel 3,178247.1,0,54206.72,0
Justice and Solicitor General,2015,Crown Prosecutor,Manager,113462.29,0,29555.86,0
Justice and Solicitor General,2015,Dir Comm Corr & Release Prog,Senior Manager Zone 2,121118.75,0,36599.32,0
Justice and Solicitor General,2015,"Director, Finance & Ops",Senior Manager Zone 1,122788.39,0,33106.46,0
Justice and Solicitor General,2015,Senior Manager,Justice Legal Counsel 5,197025.97,15793.38,51257.5,0
Justice and Solicitor General,2015,Assoc Deputy Solicitor General,Deputy Minister,276214.29,3984.64,71060.64,0
Justice and Solicitor General,2015,Director Application Services,Senior Manager Zone 2,137359.34,0,37883.85,0
Justice and Solicitor General,2015,Appellate Counsel,Justice Legal Counsel 3,151871.01,0,47449.01,0
Justice and Solicitor General,2015,Legal Counsel,Justice Legal Counsel 2,175453.8,0,7322.05,0
Justice and Solicitor General,2015,Crown Prosecutor,Manager,106930.9,23344.96,31566.99,0
Justice and Solicitor General,2015,"Manager, Special Invest Unit",Manager Zone 2,110620.77,0,34053.04,0
Justice and Solicitor General,2015,Ex. Dir Policy & Program Dev,Executive Manager 1,162446.26,0,45860.45,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 4,187094.03,0,50474.38,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 2,137079.25,0,47680.47,0
Justice and Solicitor General,2015,"Mgr, Diversity and Inclusion",Manager Zone 2,110620.77,16122.24,11655.27,0
Justice and Solicitor General,2015,Mgr Mental Health Initiative,Senior Manager Zone 1,125747.5,0,33604.84,0
Justice and Solicitor General,2015,Appellate Counsel,Justice Legal Counsel 4,187094.03,0,51300.97,0
Justice and Solicitor General,2015,"Director, IT Services",Senior Manager Zone 2,137633.11,0,40166.55,0
Justice and Solicitor General,2015,Legal Counsel,Justice Legal Counsel 3,140133.81,0,43921.07,0
Justice and Solicitor General,2015,Manager Operations,Manager Zone 2,110620.77,0,33592.24,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 2,120470.4,0,33992.21,0
Justice and Solicitor General,2015,OH & S Manager,Manager Zone 2,110620.77,0,30790.64,0
Justice and Solicitor General,2015,Legislative Counsel,Justice Legal Counsel 3,173587.44,0,48366.86,0
Justice and Solicitor General,2015,Team Commander,Manager Zone 2,121682.72,0,40847.02,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 2,124084.71,100,39785.06,0
Justice and Solicitor General,2015,Deputy Director,Manager Zone 2,110620.77,0,30185.58,0
Justice and Solicitor General,2015,Superintendent - Northeast,Senior Manager Zone 1,122495.45,250,34250.71,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 3,160017.05,0,45401.17,0
Justice and Solicitor General,2015,"Manager, Fin.Sys. & Adv. Ser.",Manager Zone 2,110620.77,0,34540.24,0
Justice and Solicitor General,2015,"Dep Director, Protect. Service",Senior Manager Zone 1,122788.39,0,33009.9,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 2,139658.8,0,41123.48,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 3,108423.35,0,34229.34,0
Justice and Solicitor General,2015,Property Rights Advocate,Executive Manager 1,189706.6,16300.33,7407.87,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 3,173587.61,0,48718.37,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 2,131641.7,0,36947.74,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 3,151871.01,0,47449.01,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 2,131641.7,0,35016.6,0
Justice and Solicitor General,2015,"Director, Appeals Unit",Justice Legal Counsel 5,189351.15,0,52176.29,0
Justice and Solicitor General,2015,Deputy Chief,Senior Manager Zone 2,126637.01,0,36768.29,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 3,173587.61,0,49149.1,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 3,164817.47,0,45226.77,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 3,173587.61,0,49052.14,0
Justice and Solicitor General,2015,Public Affairs Officer,Manager Zone 2,109194.14,0,33958.49,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 2,131641.7,6000,36691.99,0
Justice and Solicitor General,2015,Legal Officer 3,Justice Legal Counsel 3,150782.69,0,47520.48,0
Justice and Solicitor General,2015,"Exec. Direc, Policy & Planning",Executive Manager 1,122045.87,15029.18,32135.88,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 2,114751.58,0,27422.13,0
Justice and Solicitor General,2015,Application Developer,Systems Analyst Level 3,107461.52,7151.7,22102.14,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 2,107560.01,0,33348.94,0
Justice and Solicitor General,2015,Legislative Counsel,Justice Legal Counsel 3,166038.18,0,44107.23,0
Justice and Solicitor General,2015,Organized Crime Prosecutor,Justice Legal Counsel 3,170111.16,0,43308.61,0
Justice and Solicitor General,2015,Director Workforce Planning,Manager Zone 2,110620.77,0,34540.24,0
Justice and Solicitor General,2015,Barrister and solicitor,Justice Legal Counsel 3,172926.93,0,49774.84,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 2,127807.4,0,37286.86,0
Justice and Solicitor General,2015,Assist Chief Crown Prosecutor,Justice Legal Counsel 4,169755.77,0,48701.83,0
Justice and Solicitor General,2015,Domestic Violence Proj Coordin,Justice Legal Counsel 4,187094.03,0,51857.76,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 2,124084.71,8846.5,41383.54,0
Justice and Solicitor General,2015,Chief Crown Prosecutor,Justice Legal Counsel 6,203245.42,0,55623.84,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 2,135590.87,0,37257.56,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 2,131641.7,0,34731.42,0
Justice and Solicitor General,2015,Supt-Enforcement Programs,Senior Manager Zone 2,129270.85,0,17488.23,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 2,131641.7,0,50497.44,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 3,147962.72,0,45298.08,0
Justice and Solicitor General,2015,Technical Lead/Architect,Systems Analyst Level 3,110115.82,0,21463.87,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 3,151871.01,0,45338.25,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 3,169762.21,0,46760.31,0
Justice and Solicitor General,2015,Deputy Director,Manager Zone 2,110620.77,6000,31516.25,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 3,156427.22,0,44834.39,0
Justice and Solicitor General,2015,OD & E Consultant,Human Relations Level 3,105078.88,0,22157.2,0
Justice and Solicitor General,2015,Deputy Director,Manager Zone 2,110620.77,0,7345.6,0
Justice and Solicitor General,2015,Policy Counsel,Justice Legal Counsel 3,172926.93,0,45223.61,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 4,187094.03,0,51633.72,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 4,187094.03,100,51633.72,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 3,172926.93,0,48469.62,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 3,173587.61,0,46883.62,0
Justice and Solicitor General,2015,Director Crime Prevention & RJ,Senior Manager Zone 1,111585.72,0,29839.62,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 3,169762.21,0,47942.61,0
Justice and Solicitor General,2015,Asst Chief Legislative Counsel,Justice Legal Counsel 6,203245.42,0,54626.38,0
Justice and Solicitor General,2015,Project Manager,Manager Zone 2,111588.09,0,34119.14,0
Justice and Solicitor General,2015,Barrister & Solicitor,Justice Legal Counsel 2,130732.11,0,38567.72,0
Justice and Solicitor General,2015,"Deputy Director, Programs",Manager Zone 2,110620.77,0,31275.78,0
Justice and Solicitor General,2015,Deputy Director of Operations,Manager Zone 2,105491.36,0,29332.3,0
Justice and Solicitor General,2015,Legal Counsel,Justice Legal Counsel 3,181849.01,0,46209.42,0
Justice and Solicitor General,2015,Project Counsel,Senior Manager,110420.62,40729.68,29762.8,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 3,169533.37,0,45899.61,0
Justice and Solicitor General,2015,Legal Counsel,Justice Legal Counsel 2,155925.4,0,10091.72,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 3,173587.61,0,48870.95,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 3,161232.97,0,46903.03,0
Justice and Solicitor General,2015,Manager,Manager Zone 2,110620.77,500,30161.49,0
Justice and Solicitor General,2015,"Director, Project Services",Senior Manager Zone 2,135633.35,0,40517.4,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 3,173587.61,0,48394.37,0
Justice and Solicitor General,2015,"Dir Policy, Admin & Ops Sup.",Senior Manager Zone 2,128130.96,0,54179.89,0
Justice and Solicitor General,2015,Inspector,Manager Zone 2,110620.77,0,30529.32,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 5,197025.97,0,53294.58,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 3,159835.85,0,47899.01,0
Justice and Solicitor General,2015,Deputy Director,Manager Zone 2,110620.77,0,31516.24,0
Justice and Solicitor General,2015,Dir-StrategicPolicy&Priorities,Senior Manager Zone 2,105893.03,0,33413.45,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 4,187094.03,0,48276.97,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 2,110883.71,0,24550.33,0
Justice and Solicitor General,2015,Legal Counsel,Justice Legal Counsel 2,155925.4,0,6072.53,0
Justice and Solicitor General,2015,Legal Counsel,NonJustice Legal Counsel 3,172652.08,0,51725.11,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 3,160017.05,0,43733.58,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 4,186204.83,0,50737.64,0
Justice and Solicitor General,2015,"Director, Collections",Senior Manager Zone 2,125166.9,15852.08,38382.73,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 2,150336.36,0,39287.45,0
Justice and Solicitor General,2015,Solution Delivery Analyst,Systems Analyst Level 3,107461.52,0,22962.01,0
Justice and Solicitor General,2015,Manager,Manager Zone 2,110240.11,0,31959.41,0
Justice and Solicitor General,2015,Youth Attendance Centre Mgr,Manager Zone 2,110620.77,0,31353.22,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 2,127075.26,0,65109.4,0
Justice and Solicitor General,2015,"Dir, Strat Research & Planning",Senior Manager Zone 1,116319.14,0,40742.57,0
Justice and Solicitor General,2015,"Mgr, Finance & Administration",Manager Zone 2,110620.77,0,31275.78,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 2,135178.22,0,39511.37,0
Justice and Solicitor General,2015,"Mgr, Special Invest. Unit",Manager Zone 2,108788.59,0,34080.86,0
Justice and Solicitor General,2015,Centre Director,Senior Manager Zone 2,126585.64,0,35174.15,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 3,172926.93,0,44248.38,0
Justice and Solicitor General,2015,Assistant Southern Director,Manager Zone 2,110303.75,0,36646.77,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 2,159679.03,21357.31,42276.96,0
Justice and Solicitor General,2015,Legislative Counsel,Justice Legal Counsel 3,173587.61,0,47036.22,0
Justice and Solicitor General,2015,"Deputy Dir, Traffic Ops",Senior Manager Zone 1,122788.39,0,34323.03,0
Justice and Solicitor General,2015,Barrister & Solicitor,Justice Legal Counsel 3,152437.49,7698.87,42886.56,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 2,127807.4,0,37384.27,0
Justice and Solicitor General,2015,"Manager, Privacy & Training",Manager Zone 2,110035.7,0,33487.65,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 4,179321.23,0,50517.11,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 3,161232.97,0,46275.78,0
Justice and Solicitor General,2015,Planning Manager,Manager Zone 2,110949.91,0,31566.25,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 4,187094.03,0,51009.2,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 3,131863.61,0,39959.41,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 3,162771.73,0,41853.72,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 3,173587.61,0,46828.37,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 2,131641.7,0,38544.67,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 3,173587.61,0,45694.37,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 3,173587.61,0,48240.79,0
Justice and Solicitor General,2015,Asst Chief Crown Prosecutor,Justice Legal Counsel 4,187094.03,0,52137.79,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 4,183579.35,0,51437.36,0
Justice and Solicitor General,2015,Chief Medical Examiner,Chief Medical Examiner,357075,27904.75,16785.93,0
Justice and Solicitor General,2015,"Manager, Revenue Operations",Manager Zone 2,110620.77,0,34019.77,0
Justice and Solicitor General,2015,Inspector,Manager Zone 2,108225.53,9613.02,30944.96,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 2,135590.87,0,40281.56,0
Justice and Solicitor General,2015,Director Admin & Operations,Senior Manager Zone 2,131359.3,0,36281.62,0
Justice and Solicitor General,2015,"Dir, Peace Officer Train & St",Senior Manager Zone 1,122392.46,0,35672.2,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 3,173587.61,0,47715.58,0
Justice and Solicitor General,2015,Appellate Counsel,Justice Legal Counsel 3,173587.61,0,45342.88,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 4,174814.94,0,59673.22,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 3,164817.47,0,46574.17,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 2,124084.71,0,40052.89,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 2,139658.8,0,41465.57,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 3,173587.61,0,45694.37,0
Justice and Solicitor General,2015,"Superintendent, Operations",Senior Manager Zone 1,122788.39,0,37409.94,0
Justice and Solicitor General,2015,Legal Counsel,Justice Legal Counsel 2,139134.49,0,37051.8,0
Justice and Solicitor General,2015,Human Resource Manager,Manager Zone 2,110620.77,0,36945.78,0
Justice and Solicitor General,2015,Asst Chief Crown Prosecutor,Justice Legal Counsel 3,142406.73,0,39200.32,0
Justice and Solicitor General,2015,Director Security,Senior Manager Zone 1,122788.39,0,7604.06,0
Justice and Solicitor General,2015,Director,Senior Manager Zone 2,124687.69,0,37768.39,0
Justice and Solicitor General,2015,Deputy Director Operations,Manager Zone 2,110620.77,0,31516.24,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 2,127807.4,0,42242.55,0
Justice and Solicitor General,2015,"Director, PC Admin District 2",Senior Manager Zone 2,137633.11,0,45366.47,0
Justice and Solicitor General,2015,"Deputy Director, Operations",Manager Zone 2,110620.77,0,31516.24,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 4,187094.03,0,55388.59,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 5,197025.97,0,57368.43,0
Justice and Solicitor General,2015,Manager,Manager Zone 2,110620.77,0,34892.87,0
Justice and Solicitor General,2015,Toxicology Scientist,Scientific 4,120700.08,0,26155.71,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 2,110883.71,0,24554.57,0
Justice and Solicitor General,2015,"Exec. Dir, Claims & Recoveries",Executive Manager 1,159389.15,0,46178.64,0
Justice and Solicitor General,2015,Legislative Counsel,Justice Legal Counsel 3,173320.01,0,44012.22,0
Justice and Solicitor General,2015,Justice Legal Counsel 2,Justice Legal Counsel 2,113462.29,0,31183.19,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 3,166038.18,0,42776.57,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 2,139658.8,0,39456.57,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 4,166086.43,0,47353.81,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 4,187094.03,0,49743.72,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 4,187094.03,0,50883.11,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 4,187094.03,0,50976.97,0
Justice and Solicitor General,2015,Executive Director,Justice Legal Counsel 6,199343.07,0,51268.64,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 3,135809.78,0,39415.42,0
Justice and Solicitor General,2015,Appellate Counsel,Justice Legal Counsel 4,184027.37,0,51030.22,0
Justice and Solicitor General,2015,"Director, PC Admin Distict 1",Senior Manager Zone 2,137633.11,0,41300.5,0
Justice and Solicitor General,2015,Planning Manager,Manager Zone 2,110620.77,0,32114.18,0
Justice and Solicitor General,2015,Director,Justice Legal Counsel 5,197025.97,0,52320.68,0
Justice and Solicitor General,2015,Deputy Director,Manager Zone 2,108740.17,0,31067.5,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 3,169762.21,0,48383.52,0
Justice and Solicitor General,2015,Dir First Nations Policing,Senior Manager Zone 1,122788.39,0,35551.05,0
Justice and Solicitor General,2015,Dir Employee Relations,Senior Manager Zone 2,133036.17,0,40196.19,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 4,187094.03,0,52137.79,0
Justice and Solicitor General,2015,"Executive Director, Prov Court",Justice Legal Counsel 6,201953.23,0,52905.16,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 3,161574.96,0,46257.52,0
Justice and Solicitor General,2015,Manager,Manager Zone 2,110620.77,0,31516.24,0
Justice and Solicitor General,2015,Assist Chief Crown Prosecutor,Justice Legal Counsel 4,187094.03,0,52137.79,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 2,127807.4,0,38361.59,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 2,124087.8,0,38801.18,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 2,135590.87,0,37257.56,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 3,165956.37,0,47113.46,0
Justice and Solicitor General,2015,Chief Crown Prosecutor,Justice Legal Counsel 4,187094.03,6000,49239.63,0
Justice and Solicitor General,2015,Policy Counsel,Justice Legal Counsel 3,156268.19,0,48977.65,0
Justice and Solicitor General,2015,Sen. Incident & Sol. Analyst,Systems Analyst Level 3,107461.52,0,22038.48,0
Justice and Solicitor General,2015,Barrister & Solicitor,Justice Legal Counsel 3,173587.61,0,47828.62,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 3,173587.61,0,49222.44,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 2,139701.62,0,36915.37,0
Justice and Solicitor General,2015,Deputy Director,Manager Zone 2,105491.36,3277.58,29936.92,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 4,187094.03,0,51825.53,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 4,187094.03,0,50211.87,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 3,173587.61,0,48592.28,0
Justice and Solicitor General,2015,Assistant Executive Director,Justice Legal Counsel 4,191407.67,0,56056.76,0
Justice and Solicitor General,2015,Deputy Director,Senior Manager Zone 1,122788.39,0,32780.01,0
Justice and Solicitor General,2015,Manager,Manager Zone 2,109765.31,8137.75,29973.47,0
Justice and Solicitor General,2015,Bariister & Solicitor,Senior Manager,162279.76,0,45749.11,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 2,131641.7,0,39203.21,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 2,107074.46,0,24837.55,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 3,164817.47,0,46440.69,0
Justice and Solicitor General,2015,Manager Technical Services,Manager Zone 2,110380.05,0,34240.91,0
Justice and Solicitor General,2015,"Executive Director, ASIRT",Executive Manager 1,199946.34,0,54421.15,0
Justice and Solicitor General,2015,Senior Manager,Senior Manager Zone 1,121917.91,0,37635.17,0
Justice and Solicitor General,2015,Manager,Manager Zone 2,109057.99,6000,31771.47,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 5,197025.97,0,53651.34,0
Justice and Solicitor General,2015,"Team Lead, Recruitment",Human Relations Level 3,107959.49,0,31329.17,0
Justice and Solicitor General,2015,Director,Senior Manager Zone 2,137633.11,0,37747.35,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 4,187094.03,0,52137.79,0
Justice and Solicitor General,2015,Legal Counsel,Justice Legal Counsel 2,183410.32,0,11802.09,0
Justice and Solicitor General,2015,Project Counsel,Justice Legal Counsel 4,187094.03,0,51009.2,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 4,146840.74,0,41898.04,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 4,187094.03,0,11695.05,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 2,111726.96,0,33411.21,0
Justice and Solicitor General,2015,Legal Officer,Justice Legal Counsel 2,157474.72,0,11833.46,0
Justice and Solicitor General,2015,Exec Director and Gen Counsel,Justice Legal Counsel 6,201953.23,0,59477.48,0
Justice and Solicitor General,2015,Executive Director,Executive Manager 1,168829.5,0,45192.37,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 3,170425.16,0,46708.64,0
Justice and Solicitor General,2015,Legal Officer 3,Justice Legal Counsel 3,169028.45,325.35,6470.73,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 2,112114.4,0,25986,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 3,172632.02,0,45172.69,0
Justice and Solicitor General,2015,Forensic Unit Manager,Scientific 4,120700.08,10743.91,25618,0
Justice and Solicitor General,2015,Dir. Property Rights Adv. Offi,Senior Manager Zone 2,133437.6,0,40288.73,0
Justice and Solicitor General,2015,Barrister & Solicitor,Justice Legal Counsel 2,139658.8,0,40634.17,0
Justice and Solicitor General,2015,Director,Senior Manager Zone 2,134348.95,350,7616.13,0
Justice and Solicitor General,2015,Director Security,Senior Manager Zone 1,116242.02,0,32798.23,0
Justice and Solicitor General,2015,Economic Crime Cr Prosecutor,Justice Legal Counsel 5,197025.97,6606.3,54949.23,0
Justice and Solicitor General,2015,Chief Toxicologist,Chief Toxicologist,175754.68,36946.53,6789.4,0
Justice and Solicitor General,2015,Assist Chief Medical Examiner,Pathologist IV,357075,0,5698.22,0
Justice and Solicitor General,2015,Justice Legal Counsel 3,Justice Legal Counsel 3,172229.52,0,48583.6,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 3,161232.97,0,43055.76,0
Justice and Solicitor General,2015,Appellate Counsel,Justice Legal Counsel 3,170111.16,0,47663.27,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 3,148196.64,0,38341.35,0
Justice and Solicitor General,2015,Legal Counsel,Justice Legal Counsel 2,127807.38,0,35707.94,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 3,157556.62,0,41300.7,0
Justice and Solicitor General,2015,Deputy Director Operations,Manager Zone 2,105491.36,0,30091.45,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 2,124084.71,0,46867.4,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 3,159055.2,0,46042.67,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 3,164817.47,0,46864.84,0
Justice and Solicitor General,2015,Case Management Counsel,Justice Legal Counsel 3,174582.68,0,48019.55,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 3,173587.61,0,47918.31,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 3,135809.78,0,40042.15,0
Justice and Solicitor General,2015,"Mgr, Policing Oversight & Fund",Manager Zone 2,110620.77,0,33273.31,0
Justice and Solicitor General,2015,Chief Crown Prosecutor,Executive Manager 1,197582.08,0,50882.37,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 4,176753.97,0,46009.57,0
Justice and Solicitor General,2015,Director,Justice Legal Counsel 3,136302.86,0,39971.1,0
Justice and Solicitor General,2015,Sr. SA Database Support,Systems Analyst Level 3,107461.52,19450.05,22199.31,0
Justice and Solicitor General,2015,"Manager, Financial Operations",Manager Zone 2,110620.77,0,9637.01,0
Justice and Solicitor General,2015,Economic Crime Prosecutor,Justice Legal Counsel 3,158331.99,0,48107.22,0
Justice and Solicitor General,2015,Associate Director,Senior Manager Zone 2,131672.26,0,36346.81,0
Justice and Solicitor General,2015,Barrister & Solicitor,Justice Legal Counsel 3,156427.22,0,46071.04,0
Justice and Solicitor General,2015,Director,Senior Manager Zone 2,133935.45,0,39331.4,0
Justice and Solicitor General,2015,"Director, SIU",Senior Manager Zone 2,120501.9,0,33774.28,0
Justice and Solicitor General,2015,Justice Legal Counsel 4,Justice Legal Counsel 4,149675.04,0,42626.22,0
Justice and Solicitor General,2015,Director - Security Operations,Senior Manager Zone 2,137633.11,0,39462.63,0
Justice and Solicitor General,2015,Delivery Manager,Manager Zone 2,110620.77,0,32020.31,0
Justice and Solicitor General,2015,Legal Counsel,Justice Legal Counsel 3,185321.17,0,50688.54,0
Justice and Solicitor General,2015,Director,Senior Manager Zone 2,116276.81,0,33871.38,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 3,164817.47,0,47107.57,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 3,156427.22,11536.88,49059.59,0
Justice and Solicitor General,2015,Staff Dev. & Personnel Mngr,Manager Zone 2,113386.52,0,7345.62,0
